pebble_id,proxy_atom_id,x,y,z,radius,source_timestep
98,331,0.00500053,-0.00224285,0.000708957,0.0005,350000
99,144,0.00245486,-0.000588824,0.000718808,0.0005,350000
100,184,-0.00113546,-0.00166983,0.00074185,0.0005,350000
101,256,-0.000264028,0.00398499,0.000810998,0.0005,350000
102,34,0.00196663,0.00118099,0.00087143,0.0005,350000
103,5,0.00234226,-0.00241751,0.000981932,0.0005,350000
104,343,0.00153015,0.00248956,0.00098876,0.0005,350000
105,389,0.00311136,-0.00480904,0.00101393,0.0005,350000
106,329,0.00421635,0.00191054,0.0010164,0.0005,350000
107,242,0.0014205,-0.00500025,0.00101908,0.0005,350000
108,92,0.00381177,0.000258461,0.00102589,0.0005,350000
109,77,0.00100507,-0.0034678,0.00102857,0.0005,350000
110,37,-0.00402715,-0.00417445,0.00103691,0.0005,350000
111,42,-0.00500039,-0.00280516,0.00103951,0.0005,350000
112,211,-0.00369945,-0.00190724,0.00107016,0.0005,350000
113,286,-0.00244764,0.000296227,0.00108614,0.0005,350000
114,65,-0.00307774,-0.00334988,0.00108952,0.0005,350000
115,213,-0.000794986,-0.00324657,0.00110018,0.0005,350000
116,169,0.00338436,-0.00133304,0.00110094,0.0005,350000
117,106,0.00356535,0.00420166,0.0011115,0.0005,350000
118,193,-0.00344312,-0.000908312,0.00112462,0.0005,350000
119,423,0.00409874,-0.00233013,0.00113095,0.0005,350000
120,166,-0.0045714,0.00384548,0.00114422,0.0005,350000
121,400,0.000370796,0.000380915,0.00114575,0.0005,350000
122,243,0.000910471,-0.00164343,0.00115848,0.0005,350000
123,248,-0.00138082,-0.00411876,0.00116311,0.0005,350000
124,87,0.00424935,-0.000836265,0.00116871,0.0005,350000
125,36,3.48401e-05,-0.000560289,0.00117576,0.0005,350000
126,15,-0.00182097,0.00223557,0.00122119,0.0005,350000
127,279,-0.00500024,-0.00404105,0.00123229,0.0005,350000
128,49,-0.00341264,8.4346e-05,0.00123877,0.0005,350000
129,113,-0.00238119,-0.00117568,0.00124152,0.0005,350000
130,320,-0.000980804,0.000343322,0.00124179,0.0005,350000
131,254,0.00186617,0.00487205,0.00124441,0.0005,350000
132,318,-0.00440233,0.000331854,0.00124444,0.0005,350000
133,366,0.00131901,7.97845e-05,0.00124534,0.0005,350000
134,55,-0.00402483,0.00125745,0.00124798,0.0005,350000
135,315,-0.00459392,0.00215223,0.00124808,0.0005,350000
136,231,0.00132725,-0.00254773,0.00125074,0.0005,350000
137,258,-0.00169342,0.00425352,0.00125556,0.0005,350000
138,116,-0.00269498,-0.00212476,0.00125589,0.0005,350000
139,354,0.00416972,0.00341863,0.00125777,0.0005,350000
140,58,-0.000975704,0.0033883,0.001263,0.0005,350000
